Дата;Номер;Сумма;Статус;Примечание;Комментарий;Контрагент;ИНН/КПП;Организация;ИНН/КПП;Тип документа;Имя файла;Дата;Номер;Сумма;Сумма НДС;Ответственный;Подразделение;Код;Дата;Время;Тип пакета;Идентификатор пакета;Запущено в обработку;Получено контрагентом;Завершено;Увеличение суммы;НДС;Уменьшение суммы;НДС
30.09.2021;8558522-30;1 154,55;Выполнение завершено успешно;;"Интернет заказ: MA-49744609; Интернет заказ: MA-49744609";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_cc46dc54-8c1f-4c39-9c87-9222f0f0f8ad.xml;30.09.2021;8558522-30;1 154,55;104,96;;Аптека №7;9;30.09.2021;19:28:40;ДокОтгрВх;ba152291-cabc-47b8-8a63-22c4f0a5f9ef;;;;0;0;0;0
30.09.2021;8558522-30;0;Выполнение завершено успешно;;"Интернет заказ: MA-49744609; Интернет заказ: MA-49744609";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_c263dad2-8dcb-4483-8796-38410e6ed9bc.xml;;;0;0;;Аптека №7;9;30.09.2021;19:28:40;ДокОтгрВх;ba152291-cabc-47b8-8a63-22c4f0a5f9ef;;;;0;0;0;0
30.09.2021;8556811-30;2 255,78;Выполнение завершено успешно;;"Интернет заказ: AM-49724333; Интернет заказ: AM-49724333";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_826728db-a62a-4dae-acbb-fe52e2fb628e.xml;30.09.2021;8556811-30;2 255,78;351,95;;Аптека №6;8;30.09.2021;18:10:26;ДокОтгрВх;a6d9470e-d683-4e86-8232-ef29b60794ae;30.09.2021 18:10;01.10.2021 8:38;01.10.2021 14:57;0;0;0;0
30.09.2021;8556811-30;2 255,78;Выполнение завершено успешно;;"Интернет заказ: AM-49724333; Интернет заказ: AM-49724333";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_8b26836d-06ce-4ce0-a0b3-3c955f8538b1.xml;30.09.2021;8556811-30;2 255,78;351,95;;Аптека №6;8;30.09.2021;18:10:26;ДокОтгрВх;a6d9470e-d683-4e86-8232-ef29b60794ae;;;;0;0;0;0
30.09.2021;8556811-30;0;Выполнение завершено успешно;;"Интернет заказ: AM-49724333; Интернет заказ: AM-49724333";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_8ae052b0-3b2a-43a7-b245-b8a2e0521822.xml;;;0;0;;Аптека №6;8;30.09.2021;18:10:26;ДокОтгрВх;a6d9470e-d683-4e86-8232-ef29b60794ae;;;;0;0;0;0
30.09.2021;8555941-30;0;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_c41dd8e1-e29d-4693-a08a-8072847b245f.xml;30.09.2021;;0;0;;Аптека №3;1;30.09.2021;17:36:57;ДокОтгрВх;70951db1-a21a-4062-9aff-eb6a56b51832;30.09.2021 17:36;01.10.2021 8:38;01.10.2021 14:57;0;0;0;0
30.09.2021;8555941-30;7 217,27;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_2cb17bf7-038b-48c4-83be-2bc8ad66f504.xml;30.09.2021;8555941-30;7 217,27;659,68;;Аптека №3;1;30.09.2021;17:36:57;ДокОтгрВх;70951db1-a21a-4062-9aff-eb6a56b51832;;;;0;0;0;0
30.09.2021;8555941-30;7 217,27;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_27df7d15-d10e-4bb3-acba-7b529be44f59.xml;30.09.2021;8555941-30;7 217,27;659,68;;Аптека №3;1;30.09.2021;17:36:57;ДокОтгрВх;70951db1-a21a-4062-9aff-eb6a56b51832;;;;0;0;0;0
30.09.2021;8555941-30;0;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_c67a16fd-b7b7-4776-8637-dc5cad73ff04.xml;;;0;0;;Аптека №3;1;30.09.2021;17:36:57;ДокОтгрВх;70951db1-a21a-4062-9aff-eb6a56b51832;;;;0;0;0;0
30.09.2021;8555803-30;0;Выполнение завершено успешно;;"Интернет заказ: AM-49734109; Интернет заказ: AM-49734109";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_511d5252-a211-4adf-94c8-e7325dd13665.xml;30.09.2021;;0;0;;Аптека №6;8;30.09.2021;17:31:54;ДокОтгрВх;e3fde692-ec5c-4b7e-b28c-7b80c0b225e3;30.09.2021 17:31;01.10.2021 8:38;01.10.2021 14:57;0;0;0;0
30.09.2021;8555803-30;2 467,05;Выполнение завершено успешно;;"Интернет заказ: AM-49734109; Интернет заказ: AM-49734109";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_f4fda407-7078-45a8-9009-8947814ba4b3.xml;30.09.2021;8555803-30;2 467,05;301,32;;Аптека №6;8;30.09.2021;17:31:54;ДокОтгрВх;e3fde692-ec5c-4b7e-b28c-7b80c0b225e3;;;;0;0;0;0
30.09.2021;8555803-30;2 467,05;Выполнение завершено успешно;;"Интернет заказ: AM-49734109; Интернет заказ: AM-49734109";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_b3b374b3-5639-4a76-8fe5-546852bac680.xml;30.09.2021;8555803-30;2 467,05;301,32;;Аптека №6;8;30.09.2021;17:31:54;ДокОтгрВх;e3fde692-ec5c-4b7e-b28c-7b80c0b225e3;;;;0;0;0;0
30.09.2021;8555803-30;0;Выполнение завершено успешно;;"Интернет заказ: AM-49734109; Интернет заказ: AM-49734109";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_d94790ef-5d6f-4a08-91ad-4da6847ec3e6.xml;;;0;0;;Аптека №6;8;30.09.2021;17:31:54;ДокОтгрВх;e3fde692-ec5c-4b7e-b28c-7b80c0b225e3;;;;0;0;0;0
30.09.2021;8554455-30;914,21;Выполнение завершено успешно;;"Интернет заказ: MA-49706296; Интернет заказ: MA-49706296";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_0df86f7d-b331-4cff-b877-66e199657df0.xml;30.09.2021;8554455-30;914,21;152,37;;Аптека №7;9;30.09.2021;16:48:13;ДокОтгрВх;2aab6073-4498-4edc-9e57-bb784e6fdaae;30.09.2021 16:48;30.09.2021 16:50;01.10.2021 14:57;0;0;0;0
30.09.2021;8554455-30;914,21;Выполнение завершено успешно;;"Интернет заказ: MA-49706296; Интернет заказ: MA-49706296";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_af6cb0d1-a49e-4e16-ad54-38ac0655ccbc.xml;30.09.2021;8554455-30;914,21;152,37;;Аптека №7;9;30.09.2021;16:48:13;ДокОтгрВх;2aab6073-4498-4edc-9e57-bb784e6fdaae;;;;0;0;0;0
30.09.2021;8554455-30;0;Выполнение завершено успешно;;"Интернет заказ: MA-49706296; Интернет заказ: MA-49706296";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_52323361-2c8a-4d82-be55-f640dcb9c7be.xml;;;0;0;;Аптека №7;9;30.09.2021;16:48:13;ДокОтгрВх;2aab6073-4498-4edc-9e57-bb784e6fdaae;;;;0;0;0;0
30.09.2021;16723431/15;1 195,48;Выполнение завершено успешно;;;Еаптека, ООО;7704865540 / 770401001;ООО Рога и Копыта;4025419873 / 402501001;УпдСчфДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE03c22199b89346c69781b916d81e2ea7_20210930_f31c3d1b-3399-425d-a0f1-9d9e0ed041e8.xml;30.09.2021;16723431/15;1 195,48;108,68;;Аптека №1;3;30.09.2021;16:36:52;ДокОтгрВх;594b9a56-c313-49eb-b965-49bd88cf39fa;30.09.2021 16:36;30.09.2021 16:38;01.10.2021 15:16;0;0;0;0
30.09.2021;16723431/15;0;Выполнение завершено успешно;;;Еаптека, ООО;7704865540 / 770401001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT__20210930_dd3ddffd-007e-453c-ae59-e4f027d153af.xml;;;0;0;;Аптека №1;3;30.09.2021;16:36:52;ДокОтгрВх;594b9a56-c313-49eb-b965-49bd88cf39fa;;;;0;0;0;0
30.09.2021;303788/15;635,03;Выполнение завершено успешно;;;Еаптека, ООО;7704865540 / 770401001;ООО Рога и Копыта;4025419873 / 402501001;УпдСчфДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE03c22199b89346c69781b916d81e2ea7_20210930_d036c081-d28e-4b2f-9de6-366f09ac0c20.xml;30.09.2021;303788/15;635,03;57,73;;Аптека №1;3;30.09.2021;16:36:50;ДокОтгрВх;6a41f2f2-7943-43ec-a1f1-5c4144ace1bc;30.09.2021 16:36;30.09.2021 16:38;01.10.2021 15:16;0;0;0;0
30.09.2021;303788/15;0;Выполнение завершено успешно;;;Еаптека, ООО;7704865540 / 770401001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT__20210930_f7ca96d2-397c-44d3-b71d-e3b3eb1ed379.xml;;;0;0;;Аптека №1;3;30.09.2021;16:36:50;ДокОтгрВх;6a41f2f2-7943-43ec-a1f1-5c4144ace1bc;;;;0;0;0;0
30.09.2021;16729631/15;1 951,98;Выполнение завершено успешно;;;Еаптека, ООО;7704865540 / 770401001;ООО Рога и Копыта;4025419873 / 402501001;УпдСчфДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE03c22199b89346c69781b916d81e2ea7_20210930_c92f9f3e-1336-425e-8855-a344371632fc.xml;30.09.2021;16729631/15;1 951,98;325,33;;Аптека №1;3;30.09.2021;16:35:54;ДокОтгрВх;d751a34b-f27f-4043-b65f-f2a3a7059208;30.09.2021 16:35;30.09.2021 16:38;01.10.2021 15:16;0;0;0;0
30.09.2021;16729631/15;0;Выполнение завершено успешно;;;Еаптека, ООО;7704865540 / 770401001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT__20210930_043e75d4-dadf-4c65-b50c-d7b1f3f2b298.xml;;;0;0;;Аптека №1;3;30.09.2021;16:35:54;ДокОтгрВх;d751a34b-f27f-4043-b65f-f2a3a7059208;;;;0;0;0;0
30.09.2021;8553768-30;0;Выполнение завершено успешно;;"Интернет заказ: AM-49720507; Интернет заказ: AM-49720507";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_2530d613-f3e4-4b12-b75d-f06f293f9b15.xml;30.09.2021;;0;0;;Аптека №6;8;30.09.2021;16:29:03;ДокОтгрВх;e1723942-6d02-46ea-8427-7f71c81d24d1;30.09.2021 16:29;30.09.2021 16:33;01.10.2021 14:57;0;0;0;0
30.09.2021;8553768-30;386,9;Выполнение завершено успешно;;"Интернет заказ: AM-49720507; Интернет заказ: AM-49720507";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_9467e854-fada-4708-912b-77e1b6bb137c.xml;30.09.2021;8553768-30;386,9;35,17;;Аптека №6;8;30.09.2021;16:29:03;ДокОтгрВх;e1723942-6d02-46ea-8427-7f71c81d24d1;;;;0;0;0;0
30.09.2021;8553768-30;386,9;Выполнение завершено успешно;;"Интернет заказ: AM-49720507; Интернет заказ: AM-49720507";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_60ff0913-a61a-4459-8038-bd3e8097ebd2.xml;30.09.2021;8553768-30;386,9;35,17;;Аптека №6;8;30.09.2021;16:29:03;ДокОтгрВх;e1723942-6d02-46ea-8427-7f71c81d24d1;;;;0;0;0;0
30.09.2021;8553768-30;0;Выполнение завершено успешно;;"Интернет заказ: AM-49720507; Интернет заказ: AM-49720507";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_97c3393d-0849-4c45-879e-3642564018b5.xml;;;0;0;;Аптека №6;8;30.09.2021;16:29:03;ДокОтгрВх;e1723942-6d02-46ea-8427-7f71c81d24d1;;;;0;0;0;0
30.09.2021;8553699-30;0;Выполнение завершено успешно;;"Интернет заказ: AD-49711196; Интернет заказ: AD-49711196";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_e5a8746e-a144-4123-a609-73d9904dd107.xml;30.09.2021;;0;0;;Аптека №3;1;30.09.2021;16:27:31;ДокОтгрВх;67b20407-b0aa-433a-a0d5-1eaa2228328d;30.09.2021 16:27;30.09.2021 16:27;01.10.2021 14:57;0;0;0;0
30.09.2021;8553699-30;2 613,39;Выполнение завершено успешно;;"Интернет заказ: AD-49711196; Интернет заказ: AD-49711196";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_7eaf084f-4cec-434e-98c9-9b672e6c400b.xml;30.09.2021;8553699-30;2 613,39;237,58;;Аптека №3;1;30.09.2021;16:27:31;ДокОтгрВх;67b20407-b0aa-433a-a0d5-1eaa2228328d;;;;0;0;0;0
30.09.2021;8553699-30;2 613,39;Выполнение завершено успешно;;"Интернет заказ: AD-49711196; Интернет заказ: AD-49711196";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_4df13a10-89e4-48b3-87e5-f3548160f628.xml;30.09.2021;8553699-30;2 613,39;237,58;;Аптека №3;1;30.09.2021;16:27:31;ДокОтгрВх;67b20407-b0aa-433a-a0d5-1eaa2228328d;;;;0;0;0;0
30.09.2021;8553699-30;0;Выполнение завершено успешно;;"Интернет заказ: AD-49711196; Интернет заказ: AD-49711196";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_d99b63aa-5891-4445-bd54-c7f7791a618d.xml;;;0;0;;Аптека №3;1;30.09.2021;16:27:31;ДокОтгрВх;67b20407-b0aa-433a-a0d5-1eaa2228328d;;;;0;0;0;0
30.09.2021;8553139-30;358,04;Выполнение завершено успешно;;"Интернет заказ: AD-49716857; Интернет заказ: AD-49716857";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_d5f31e72-926b-44f2-92ba-260fd9a10487.xml;30.09.2021;8553139-30;358,04;41,69;;Аптека №7;9;30.09.2021;16:12:01;ДокОтгрВх;1b17e3ac-561d-4749-994b-d5716018f485;30.09.2021 16:11;30.09.2021 16:12;01.10.2021 14:57;0;0;0;0
30.09.2021;8553139-30;358,04;Выполнение завершено успешно;;"Интернет заказ: AD-49716857; Интернет заказ: AD-49716857";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_7a8e6c53-5f8e-45dd-b8d2-1697680fe7dd.xml;30.09.2021;8553139-30;358,04;41,69;;Аптека №7;9;30.09.2021;16:12:01;ДокОтгрВх;1b17e3ac-561d-4749-994b-d5716018f485;;;;0;0;0;0
30.09.2021;8553139-30;0;Выполнение завершено успешно;;"Интернет заказ: AD-49716857; Интернет заказ: AD-49716857";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_501bdad6-717a-4cf6-bf05-b688f6427d71.xml;;;0;0;;Аптека №7;9;30.09.2021;16:12:01;ДокОтгрВх;1b17e3ac-561d-4749-994b-d5716018f485;;;;0;0;0;0
30.09.2021;8553068-30;0;Выполнение завершено успешно;;"Интернет заказ: AD-49694904; Интернет заказ: AD-49694904";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_c3ea77a3-20c5-497c-bb6a-4069e52a0bba.xml;30.09.2021;;0;0;;Аптека №7;9;30.09.2021;16:07:47;ДокОтгрВх;3ac5af86-be94-44cd-b6c4-1a27015a3772;30.09.2021 16:07;30.09.2021 16:10;01.10.2021 14:57;0;0;0;0
30.09.2021;8553068-30;3 048,76;Выполнение завершено успешно;;"Интернет заказ: AD-49694904; Интернет заказ: AD-49694904";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_664317f7-51d9-4a1b-a848-985f2b978fae.xml;30.09.2021;8553068-30;3 048,76;311,57;;Аптека №7;9;30.09.2021;16:07:47;ДокОтгрВх;3ac5af86-be94-44cd-b6c4-1a27015a3772;;;;0;0;0;0
30.09.2021;8553068-30;3 048,76;Выполнение завершено успешно;;"Интернет заказ: AD-49694904; Интернет заказ: AD-49694904";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_d3ab87e9-5b57-4964-a07f-1ad656ff568e.xml;30.09.2021;8553068-30;3 048,76;311,57;;Аптека №7;9;30.09.2021;16:07:47;ДокОтгрВх;3ac5af86-be94-44cd-b6c4-1a27015a3772;;;;0;0;0;0
30.09.2021;8553068-30;0;Выполнение завершено успешно;;"Интернет заказ: AD-49694904; Интернет заказ: AD-49694904";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_dea3c15e-94ec-40ae-9a20-1313d6a1ad63.xml;;;0;0;;Аптека №7;9;30.09.2021;16:07:47;ДокОтгрВх;3ac5af86-be94-44cd-b6c4-1a27015a3772;;;;0;0;0;0
30.09.2021;8552264-30;668,75;Выполнение завершено успешно;;"Интернет заказ: MA-49722602; Интернет заказ: MA-49722602";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_c8e99a3f-8491-447f-812b-1f919399760a.xml;30.09.2021;8552264-30;668,75;60,8;;Аптека №6;8;30.09.2021;15:37:52;ДокОтгрВх;fb8f6f6b-03ef-4b0d-bd01-9ca754b13f67;30.09.2021 15:37;30.09.2021 15:42;01.10.2021 14:57;0;0;0;0
30.09.2021;8552264-30;668,75;Выполнение завершено успешно;;"Интернет заказ: MA-49722602; Интернет заказ: MA-49722602";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_0f1a3d61-4f99-47b3-b374-1ce35afcec63.xml;30.09.2021;8552264-30;668,75;60,8;;Аптека №6;8;30.09.2021;15:37:52;ДокОтгрВх;fb8f6f6b-03ef-4b0d-bd01-9ca754b13f67;;;;0;0;0;0
30.09.2021;8552264-30;0;Выполнение завершено успешно;;"Интернет заказ: MA-49722602; Интернет заказ: MA-49722602";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_66f70aa5-bd8c-4b6b-b347-1d5b68ab9244.xml;;;0;0;;Аптека №6;8;30.09.2021;15:37:52;ДокОтгрВх;fb8f6f6b-03ef-4b0d-bd01-9ca754b13f67;;;;0;0;0;0
30.09.2021;11191;2 307,00;Выполнение завершено успешно;;;Сиэс Медика Калуга, ООО;4028039220 / 402801001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE0e75726ca4f511e3925d005056917125_20210930_078b613e-8da2-454a-92a9-b1d0a39863a5.xml;30.09.2021;11191;2 307,00;124,67;;Аптека №2;6;30.09.2021;15:35:48;ДокОтгрВх;e246653c-263f-4e88-a104-a7aa98bccf20;30.09.2021 15:35;30.09.2021 15:37;01.10.2021 15:19;0;0;0;0
30.09.2021;11191;2 307,00;Выполнение завершено успешно;;;Сиэс Медика Калуга, ООО;4028039220 / 402801001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE0e75726ca4f511e3925d005056917125_20210930_f2fbce4f-0c54-4f9f-94b0-b764b66eafac.xml;30.09.2021;11191;2 307,00;124,67;;Аптека №2;6;30.09.2021;15:35:48;ДокОтгрВх;e246653c-263f-4e88-a104-a7aa98bccf20;;;;0;0;0;0
30.09.2021;11186;4 963,00;Выполнение завершено успешно;;;Сиэс Медика Калуга, ООО;4028039220 / 402801001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE0e75726ca4f511e3925d005056917125_20210930_c3cc3a07-ca2a-4f08-b44d-72028b380907.xml;30.09.2021;11186;4 963,00;0;;Аптечный пункт №3;16;30.09.2021;14:31:47;ДокОтгрВх;8fc649dc-19a2-44f1-a01d-5cdc55dbc374;30.09.2021 14:31;30.09.2021 14:32;01.10.2021 15:19;0;0;0;0
30.09.2021;11186;4 963,00;Выполнение завершено успешно;;;Сиэс Медика Калуга, ООО;4028039220 / 402801001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE0e75726ca4f511e3925d005056917125_20210930_32265a6c-1dc6-472b-95a0-37fffdf1edd7.xml;30.09.2021;11186;4 963,00;0;;Аптечный пункт №3;16;30.09.2021;14:31:47;ДокОтгрВх;8fc649dc-19a2-44f1-a01d-5cdc55dbc374;;;;0;0;0;0
30.09.2021;8549501-30;405;Выполнение завершено успешно;;"Интернет заказ: AD-49696012; Интернет заказ: AD-49696012";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_bf61feb2-131e-4c8d-a62d-f768884cdf8f.xml;30.09.2021;8549501-30;405;36,82;;Аптека №7;9;30.09.2021;14:13:32;ДокОтгрВх;f10e916c-9276-402a-a1c7-897dde8ee386;30.09.2021 14:13;30.09.2021 14:17;01.10.2021 14:57;0;0;0;0
30.09.2021;8549501-30;405;Выполнение завершено успешно;;"Интернет заказ: AD-49696012; Интернет заказ: AD-49696012";"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_d515dd00-b450-4466-a82b-fb166f323f99.xml;30.09.2021;8549501-30;405;36,82;;Аптека №7;9;30.09.2021;14:13:32;ДокОтгрВх;f10e916c-9276-402a-a1c7-897dde8ee386;;;;0;0;0;0
