Дата;Номер;Сумма;Статус;Примечание;Комментарий;Контрагент;ИНН/КПП;Организация;ИНН/КПП;Тип документа;Имя файла;Дата;Номер;Сумма;Сумма НДС;Ответственный;Подразделение;Код;Дата;Время;Тип пакета;Идентификатор пакета;Запущено в обработку;Получено контрагентом;Завершено;Увеличение суммы;НДС;Уменьшение суммы;НДС
30.09.2021;БРН00709519;0;Выполнение завершено успешно;;БРН00709519 на сумму 5 890,95р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN__20210930_cf4dcf07-222d-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;;0;0;;Аптека №2;6;30.09.2021;23:34:51;ДокОтгрВх;cc4356f7-1ded-4244-9eb0-588be6c8d99c;;;;0;0;0;0
30.09.2021;БРН00709497;1 141,24;Выполнение завершено успешно;;БРН00709497 на сумму 1 141,24р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_e793c8d5-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709497;1 141,24;103,75;;Аптека №1;3;30.09.2021;23:28:52;ДокОтгрВх;bb031889-fd99-44d2-8302-9cba40a9bbd5;30.09.2021 23:28;01.10.2021 8:38;01.10.2021 14:59;0;0;0;0
30.09.2021;БРН00709497;1 141,24;Выполнение завершено успешно;;БРН00709497 на сумму 1 141,24р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_e793c8d5-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709497;1 141,24;103,75;;Аптека №1;3;30.09.2021;23:28:52;ДокОтгрВх;bb031889-fd99-44d2-8302-9cba40a9bbd5;;;;0;0;0;0
30.09.2021;БРН00709497;0;Выполнение завершено успешно;;БРН00709497 на сумму 1 141,24р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_3255510243325701001_4025419873402501001_20210930_e793c8d5-222c-11ec-b9bc-00e0ed9e2e98.xml;;;0;0;;Аптека №1;3;30.09.2021;23:28:52;ДокОтгрВх;bb031889-fd99-44d2-8302-9cba40a9bbd5;;;;0;0;0;0
30.09.2021;БРН00709497;0;Выполнение завершено успешно;;БРН00709497 на сумму 1 141,24р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN__20210930_e793c8d5-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;;0;0;;Аптека №1;3;30.09.2021;23:28:52;ДокОтгрВх;bb031889-fd99-44d2-8302-9cba40a9bbd5;;;;0;0;0;0
30.09.2021;БРН00709476;5 822,85;Выполнение завершено успешно;;БРН00709476 на сумму 5 822,85р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_9aad2b8c-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709476;5 822,85;529,35;;Аптечный пункт №3;16;30.09.2021;23:28:43;ДокОтгрВх;f5791b2f-4b03-49f2-96b0-31c1d7aef12e;30.09.2021 23:28;01.10.2021 8:38;01.10.2021 14:59;0;0;0;0
30.09.2021;БРН00709476;5 822,85;Выполнение завершено успешно;;БРН00709476 на сумму 5 822,85р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_9aad2b8c-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709476;5 822,85;529,35;;Аптечный пункт №3;16;30.09.2021;23:28:43;ДокОтгрВх;f5791b2f-4b03-49f2-96b0-31c1d7aef12e;;;;0;0;0;0
30.09.2021;БРН00709476;0;Выполнение завершено успешно;;БРН00709476 на сумму 5 822,85р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_3255510243325701001_4025419873402501001_20210930_9aad2b8c-222c-11ec-b9bc-00e0ed9e2e98.xml;;;0;0;;Аптечный пункт №3;16;30.09.2021;23:28:43;ДокОтгрВх;f5791b2f-4b03-49f2-96b0-31c1d7aef12e;;;;0;0;0;0
30.09.2021;БРН00709476;0;Выполнение завершено успешно;;БРН00709476 на сумму 5 822,85р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN__20210930_9aad2b8c-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;;0;0;;Аптечный пункт №3;16;30.09.2021;23:28:43;ДокОтгрВх;f5791b2f-4b03-49f2-96b0-31c1d7aef12e;;;;0;0;0;0
30.09.2021;БРН00709475;1 693,90;Выполнение завершено успешно;;БРН00709475 на сумму 1 693,9р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_9aad2b89-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709475;1 693,90;282,32;;Аптечный пункт №3;16;30.09.2021;23:28:43;ДокОтгрВх;854ee468-0f41-4369-9d7b-a4c10668291d;30.09.2021 23:28;01.10.2021 8:38;01.10.2021 14:59;0;0;0;0
30.09.2021;БРН00709475;1 693,90;Выполнение завершено успешно;;БРН00709475 на сумму 1 693,9р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_9aad2b89-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709475;1 693,90;282,32;;Аптечный пункт №3;16;30.09.2021;23:28:43;ДокОтгрВх;854ee468-0f41-4369-9d7b-a4c10668291d;;;;0;0;0;0
30.09.2021;БРН00709475;0;Выполнение завершено успешно;;БРН00709475 на сумму 1 693,9р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_3255510243325701001_4025419873402501001_20210930_9aad2b89-222c-11ec-b9bc-00e0ed9e2e98.xml;;;0;0;;Аптечный пункт №3;16;30.09.2021;23:28:43;ДокОтгрВх;854ee468-0f41-4369-9d7b-a4c10668291d;;;;0;0;0;0
30.09.2021;БРН00709466;4 481,92;Выполнение завершено успешно;;БРН00709466 на сумму 4 481,92р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_5efe390e-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709466;4 481,92;407,45;;Аптека №6;8;30.09.2021;23:25:48;ДокОтгрВх;29720852-bb90-4ce0-8123-63218ccfcd41;30.09.2021 23:25;01.10.2021 8:38;01.10.2021 14:59;0;0;0;0
30.09.2021;БРН00709466;4 481,92;Выполнение завершено успешно;;БРН00709466 на сумму 4 481,92р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_5efe390e-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709466;4 481,92;407,45;;Аптека №6;8;30.09.2021;23:25:48;ДокОтгрВх;29720852-bb90-4ce0-8123-63218ccfcd41;;;;0;0;0;0
30.09.2021;БРН00709466;0;Выполнение завершено успешно;;БРН00709466 на сумму 4 481,92р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_3255510243325701001_4025419873402501001_20210930_5efe390e-222c-11ec-b9bc-00e0ed9e2e98.xml;;;0;0;;Аптека №6;8;30.09.2021;23:25:48;ДокОтгрВх;29720852-bb90-4ce0-8123-63218ccfcd41;;;;0;0;0;0
30.09.2021;БРН00709466;0;Выполнение завершено успешно;;БРН00709466 на сумму 4 481,92р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN__20210930_5efe390e-222c-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;;0;0;;Аптека №6;8;30.09.2021;23:25:48;ДокОтгрВх;29720852-bb90-4ce0-8123-63218ccfcd41;;;;0;0;0;0
30.09.2021;БРН00709379;5 858,81;Выполнение завершено успешно;;БРН00709379 на сумму 5 858,81р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_d500766f-222a-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709379;5 858,81;532,63;;Аптека №7;9;30.09.2021;23:14:00;ДокОтгрВх;e023a1e7-bffa-4c24-aa32-18689366324f;30.09.2021 23:13;01.10.2021 8:38;01.10.2021 14:59;0;0;0;0
30.09.2021;БРН00709379;5 858,81;Выполнение завершено успешно;;БРН00709379 на сумму 5 858,81р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_d500766f-222a-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709379;5 858,81;532,63;;Аптека №7;9;30.09.2021;23:14:00;ДокОтгрВх;e023a1e7-bffa-4c24-aa32-18689366324f;;;;0;0;0;0
30.09.2021;БРН00709379;0;Выполнение завершено успешно;;БРН00709379 на сумму 5 858,81р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_3255510243325701001_4025419873402501001_20210930_d500766f-222a-11ec-b9bc-00e0ed9e2e98.xml;;;0;0;;Аптека №7;9;30.09.2021;23:14:00;ДокОтгрВх;e023a1e7-bffa-4c24-aa32-18689366324f;;;;0;0;0;0
30.09.2021;БРН00709379;0;Выполнение завершено успешно;;БРН00709379 на сумму 5 858,81р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN__20210930_d500766f-222a-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;;0;0;;Аптека №7;9;30.09.2021;23:14:00;ДокОтгрВх;e023a1e7-bffa-4c24-aa32-18689366324f;;;;0;0;0;0
30.09.2021;БРН00709378;792,33;Выполнение завершено успешно;;БРН00709378 на сумму 792,33р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_d500766a-222a-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709378;792,33;120,72;;Аптека №7;9;30.09.2021;23:13:57;ДокОтгрВх;42f48203-fbfd-42c7-8374-92486f66a1c0;30.09.2021 23:13;01.10.2021 8:38;01.10.2021 14:59;0;0;0;0
30.09.2021;БРН00709378;792,33;Выполнение завершено успешно;;БРН00709378 на сумму 792,33р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_d500766a-222a-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709378;792,33;120,72;;Аптека №7;9;30.09.2021;23:13:57;ДокОтгрВх;42f48203-fbfd-42c7-8374-92486f66a1c0;;;;0;0;0;0
30.09.2021;БРН00709378;0;Выполнение завершено успешно;;БРН00709378 на сумму 792,33р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_3255510243325701001_4025419873402501001_20210930_d500766a-222a-11ec-b9bc-00e0ed9e2e98.xml;;;0;0;;Аптека №7;9;30.09.2021;23:13:57;ДокОтгрВх;42f48203-fbfd-42c7-8374-92486f66a1c0;;;;0;0;0;0
30.09.2021;БРН00709359;2 756,11;Выполнение завершено успешно;;БРН00709359 на сумму 2 756,11р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_7be353be-222a-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709359;2 756,11;250,56;;Аптека №1;3;30.09.2021;23:13:45;ДокОтгрВх;c72984af-424d-4dfe-92ea-b85741b13494;30.09.2021 23:13;01.10.2021 8:38;01.10.2021 14:59;0;0;0;0
30.09.2021;БРН00709359;2 756,11;Выполнение завершено успешно;;БРН00709359 на сумму 2 756,11р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_7be353be-222a-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709359;2 756,11;250,56;;Аптека №1;3;30.09.2021;23:13:45;ДокОтгрВх;c72984af-424d-4dfe-92ea-b85741b13494;;;;0;0;0;0
30.09.2021;БРН00709359;0;Выполнение завершено успешно;;БРН00709359 на сумму 2 756,11р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_3255510243325701001_4025419873402501001_20210930_7be353be-222a-11ec-b9bc-00e0ed9e2e98.xml;;;0;0;;Аптека №1;3;30.09.2021;23:13:45;ДокОтгрВх;c72984af-424d-4dfe-92ea-b85741b13494;;;;0;0;0;0
30.09.2021;БРН00709359;0;Выполнение завершено успешно;;БРН00709359 на сумму 2 756,11р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN__20210930_7be353be-222a-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;;0;0;;Аптека №1;3;30.09.2021;23:13:45;ДокОтгрВх;c72984af-424d-4dfe-92ea-b85741b13494;;;;0;0;0;0
30.09.2021;8561768-30;0;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_96306b66-21d2-4348-9ed4-a22dfd66957b.xml;30.09.2021;;0;0;;Аптека №7;9;30.09.2021;23:03:54;ДокОтгрВх;9d07ae2d-b294-497b-8877-ba827ab2d42d;30.09.2021 23:03;01.10.2021 8:38;01.10.2021 14:57;0;0;0;0
30.09.2021;8561768-30;18 073,24;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_f904f54e-0e2f-4eea-8134-8f25273cbbc9.xml;30.09.2021;8561768-30;18 073,24;1 773,51;;Аптека №7;9;30.09.2021;23:03:54;ДокОтгрВх;9d07ae2d-b294-497b-8877-ba827ab2d42d;;;;0;0;0;0
30.09.2021;8561768-30;18 108,44;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_eb6cedff-b609-45c7-927e-68dbaacf19cb.xml;30.09.2021;8561768-30;18 108,44;1 773,51;;Аптека №7;9;30.09.2021;23:03:54;ДокОтгрВх;9d07ae2d-b294-497b-8877-ba827ab2d42d;;;;0;0;0;0
30.09.2021;8561768-30;0;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_5dfef694-e765-4eb1-a7cc-22533edd81b0.xml;;;0;0;;Аптека №7;9;30.09.2021;23:03:54;ДокОтгрВх;9d07ae2d-b294-497b-8877-ba827ab2d42d;;;;0;0;0;0
30.09.2021;8561703-30;0;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_89579ae3-f11b-4073-9638-6026a03b8176.xml;30.09.2021;;0;0;;Аптечный пункт №3;16;30.09.2021;23:00:52;ДокОтгрВх;44dbc0ff-1922-44c4-98e2-b2108d2ac080;30.09.2021 23:00;01.10.2021 8:38;01.10.2021 14:57;0;0;0;0
30.09.2021;8561703-30;10 855,80;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_0d8ca044-3617-407a-8e16-2c8943113bc3.xml;30.09.2021;8561703-30;10 855,80;1 111,44;;Аптечный пункт №3;16;30.09.2021;23:00:52;ДокОтгрВх;44dbc0ff-1922-44c4-98e2-b2108d2ac080;;;;0;0;0;0
30.09.2021;8561703-30;10 855,80;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;УпдДоп;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_b06b6659-cc20-4daf-8d54-a466854df55e.xml;30.09.2021;8561703-30;10 855,80;1 111,44;;Аптечный пункт №3;16;30.09.2021;23:00:52;ДокОтгрВх;44dbc0ff-1922-44c4-98e2-b2108d2ac080;;;;0;0;0;0
30.09.2021;8561703-30;0;Выполнение завершено успешно;;;"Филиал АО НПК ""Катрен"" в г. Химки";5408130693 / 504743001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_2BE911035223f7011e2addf005056917125_2BE943258b29b7711e2aba7005056917125_20210930_faa86a0e-9b1d-465e-8146-e914c7e2583a.xml;;;0;0;;Аптечный пункт №3;16;30.09.2021;23:00:52;ДокОтгрВх;44dbc0ff-1922-44c4-98e2-b2108d2ac080;;;;0;0;0;0
30.09.2021;БРН00709250;32 663,30;Выполнение завершено успешно;;БРН00709250 на сумму 32 663,3р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОНакл;DP_TOVTORGPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_bb3a62b3-2227-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709250;32 663,30;2 969,44;;Аптека №1;3;30.09.2021;22:52:46;ДокОтгрВх;1eb0e2fe-32a8-44b5-8166-c23eb9a7207c;30.09.2021 22:52;01.10.2021 8:38;01.10.2021 14:59;0;0;0;0
30.09.2021;БРН00709250;32 663,30;Выполнение завершено успешно;;БРН00709250 на сумму 32 663,3р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;СчФктр;ON_NSCHFDOPPR_2BE911035223f7011e2addf005056917125_2BE692ffbaa8a4711e39c98005056917125_20210930_bb3a62b3-2227-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;БРН00709250;32 663,30;2 969,44;;Аптека №1;3;30.09.2021;22:52:46;ДокОтгрВх;1eb0e2fe-32a8-44b5-8166-c23eb9a7207c;;;;0;0;0;0
30.09.2021;БРН00709250;0;Выполнение завершено успешно;;БРН00709250 на сумму 32 663,3р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ЭДОРеестрСертификатов;SE_RSERT_3255510243325701001_4025419873402501001_20210930_bb3a62b3-2227-11ec-b9bc-00e0ed9e2e98.xml;;;0;0;;Аптека №1;3;30.09.2021;22:52:46;ДокОтгрВх;1eb0e2fe-32a8-44b5-8166-c23eb9a7207c;;;;0;0;0;0
30.09.2021;БРН00709250;0;Выполнение завершено успешно;;БРН00709250 на сумму 32 663,3р.;Пульс Брянск, ООО;3255510243 / 325701001;ООО Рога и Копыта;4025419873 / 402501001;ПротЦен;ON_PROTCEN__20210930_bb3a62b3-2227-11ec-b9bc-00e0ed9e2e98.xml;30.09.2021;;0;0;;Аптека №1;3;30.09.2021;22:52:46;ДокОтгрВх;1eb0e2fe-32a8-44b5-8166-c23eb9a7207c;;;;0;0;0;0
